trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,rep,response_mode,model,temperature,seed,letter,chose_gamble,raw,discarded,latency_s,ts_utc
472,7,mixed,63,63,98,0.64,0.9956,3,True,0,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,1.271,2026-07-04T21:57:07+00:00
27,0,gain,0,186,984,0.26,1.3755,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.863,2026-07-04T21:57:08+00:00
416,6,mixed,94,94,101,0.71,0.7629,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.842,2026-07-04T21:57:08+00:00
1979,32,mixed,131,131,236,0.57,1.0269,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.573,2026-07-04T21:57:09+00:00
1989,33,neutral,0,142,446,0.53,1.6646,2,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.554,2026-07-04T21:57:10+00:00
2301,38,gain,0,183,609,0.38,1.2646,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.572,2026-07-04T21:57:10+00:00
1202,20,neutral,0,186,266,0.63,0.901,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.656,2026-07-04T21:57:11+00:00
1591,26,gain,0,59,151,0.36,0.9214,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.658,2026-07-04T21:57:12+00:00
1949,32,gain,0,131,236,0.57,1.0269,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.653,2026-07-04T21:57:12+00:00
1704,28,gain,0,132,181,0.76,1.0421,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.17,2026-07-04T21:57:14+00:00
634,10,gain,0,111,278,0.58,1.4526,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.554,2026-07-04T21:57:14+00:00
477,7,mixed,63,63,98,0.64,0.9956,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.767,2026-07-04T21:57:15+00:00
461,7,mixed,63,63,98,0.64,0.9956,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.661,2026-07-04T21:57:16+00:00
996,16,gain,0,139,234,0.6,1.0101,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.655,2026-07-04T21:57:17+00:00
1865,31,neutral,0,51,151,0.29,0.8586,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.558,2026-07-04T21:57:17+00:00
986,16,gain,0,139,234,0.6,1.0101,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.556,2026-07-04T21:57:18+00:00
846,14,neutral,0,81,201,0.68,1.6874,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.876,2026-07-04T21:57:19+00:00
1194,19,mixed,64,64,122,0.49,0.9341,3,False,0,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.546,2026-07-04T21:57:19+00:00
1870,31,neutral,0,51,151,0.29,0.8586,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.565,2026-07-04T21:57:20+00:00
2030,33,mixed,142,142,446,0.53,1.6646,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.595,2026-07-04T21:57:21+00:00
1585,26,gain,0,59,151,0.36,0.9214,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.72,2026-07-04T21:57:21+00:00
527,8,mixed,62,62,263,0.33,1.3998,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.863,2026-07-04T21:57:22+00:00
1164,19,gain,0,64,122,0.49,0.9341,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.66,2026-07-04T21:57:23+00:00
2073,34,gain,0,52,96,0.63,1.1631,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.653,2026-07-04T21:57:24+00:00
1176,19,gain,0,64,122,0.49,0.9341,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.659,2026-07-04T21:57:24+00:00
976,16,neutral,0,139,234,0.6,1.0101,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.647,2026-07-04T21:57:25+00:00
1216,20,neutral,0,186,266,0.63,0.901,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.525,2026-07-04T21:57:26+00:00
1715,28,gain,0,132,181,0.76,1.0421,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.596,2026-07-04T21:57:26+00:00
259,4,neutral,0,29,71,0.55,1.3466,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.642,2026-07-04T21:57:27+00:00
1628,27,neutral,0,166,433,0.53,1.3825,2,True,0,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.546,2026-07-04T21:57:28+00:00
28,0,gain,0,186,984,0.26,1.3755,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.679,2026-07-04T21:57:28+00:00
1899,31,gain,0,51,151,0.29,0.8586,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.554,2026-07-04T21:57:29+00:00
2366,39,gain,0,178,567,0.32,1.0193,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.613,2026-07-04T21:57:30+00:00
2381,39,mixed,178,178,567,0.32,1.0193,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.903,2026-07-04T21:57:31+00:00
2307,38,gain,0,183,609,0.38,1.2646,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.075,2026-07-04T21:57:32+00:00
1805,30,neutral,0,149,447,0.26,0.78,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.955,2026-07-04T21:57:33+00:00
2460,30,dominant,0,149,163,1.0,1.094,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,1.39,2026-07-04T21:57:34+00:00
626,10,gain,0,111,278,0.58,1.4526,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.701,2026-07-04T21:57:35+00:00
2192,36,gain,0,98,227,0.47,1.0887,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.626,2026-07-04T21:57:36+00:00
1451,24,neutral,0,168,214,0.76,0.9681,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.846,2026-07-04T21:57:37+00:00
1179,19,gain,0,64,122,0.49,0.9341,4,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.555,2026-07-04T21:57:37+00:00
1589,26,gain,0,59,151,0.36,0.9214,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.86,2026-07-04T21:57:38+00:00
1349,22,gain,0,81,163,0.72,1.4489,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.553,2026-07-04T21:57:39+00:00
528,8,mixed,62,62,263,0.33,1.3998,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.657,2026-07-04T21:57:40+00:00
659,10,mixed,111,111,278,0.58,1.4526,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.503,2026-07-04T21:57:40+00:00
739,12,neutral,0,164,541,0.38,1.2535,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.916,2026-07-04T21:57:41+00:00
235,3,mixed,46,46,158,0.33,1.1335,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.631,2026-07-04T21:57:43+00:00
415,6,mixed,94,94,101,0.71,0.7629,3,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,1.116,2026-07-04T21:57:44+00:00
41,0,mixed,186,186,984,0.26,1.3755,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.656,2026-07-04T21:57:45+00:00
1524,25,gain,0,124,207,0.76,1.2687,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.561,2026-07-04T21:57:45+00:00
1379,22,mixed,81,81,163,0.72,1.4489,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.663,2026-07-04T21:57:46+00:00
1402,23,gain,0,91,626,0.23,1.5822,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.761,2026-07-04T21:57:47+00:00
1491,24,mixed,168,168,214,0.76,0.9681,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.171,2026-07-04T21:57:48+00:00
450,7,gain,0,63,98,0.64,0.9956,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.758,2026-07-04T21:57:49+00:00
153,2,gain,0,162,661,0.26,1.0609,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.864,2026-07-04T21:57:50+00:00
1037,17,neutral,0,117,362,0.42,1.2995,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,2.907,2026-07-04T21:57:53+00:00
376,6,neutral,0,94,101,0.71,0.7629,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.554,2026-07-04T21:57:53+00:00
1133,18,mixed,41,41,61,0.58,0.8629,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.375,2026-07-04T21:57:55+00:00
1930,32,neutral,0,131,236,0.57,1.0269,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.659,2026-07-04T21:57:55+00:00
144,2,gain,0,162,661,0.26,1.0609,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.532,2026-07-04T21:57:56+00:00
723,12,neutral,0,164,541,0.38,1.2535,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.291,2026-07-04T21:57:57+00:00
223,3,mixed,46,46,158,0.33,1.1335,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.167,2026-07-04T21:57:59+00:00
78,1,neutral,0,58,116,0.66,1.32,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.788,2026-07-04T21:58:01+00:00
1960,32,mixed,131,131,236,0.57,1.0269,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.657,2026-07-04T21:58:01+00:00
784,13,neutral,0,72,88,0.64,0.7822,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.656,2026-07-04T21:58:02+00:00
1151,19,neutral,0,64,122,0.49,0.9341,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.657,2026-07-04T21:58:03+00:00
1309,21,mixed,106,106,206,0.73,1.4187,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.578,2026-07-04T21:58:03+00:00
264,4,gain,0,29,71,0.55,1.3466,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.634,2026-07-04T21:58:04+00:00
130,2,neutral,0,162,661,0.26,1.0609,2,False,0,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.551,2026-07-04T21:58:05+00:00
466,7,mixed,63,63,98,0.64,0.9956,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.964,2026-07-04T21:58:06+00:00
2478,39,dominant,0,178,194,1.0,1.0899,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.516,2026-07-04T21:58:06+00:00
374,6,neutral,0,94,101,0.71,0.7629,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.705,2026-07-04T21:58:07+00:00
476,7,mixed,63,63,98,0.64,0.9956,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.657,2026-07-04T21:58:08+00:00
1538,25,gain,0,124,207,0.76,1.2687,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.656,2026-07-04T21:58:08+00:00
1752,29,neutral,0,79,81,0.83,0.851,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.657,2026-07-04T21:58:09+00:00
428,7,neutral,0,63,98,0.64,0.9956,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.656,2026-07-04T21:58:10+00:00
1016,16,mixed,139,139,234,0.6,1.0101,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,3.424,2026-07-04T21:58:13+00:00
1023,17,neutral,0,117,362,0.42,1.2995,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.527,2026-07-04T21:58:14+00:00
2205,36,mixed,98,98,227,0.47,1.0887,1,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.585,2026-07-04T21:58:15+00:00
1341,22,gain,0,81,163,0.72,1.4489,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.861,2026-07-04T21:58:15+00:00
131,2,neutral,0,162,661,0.26,1.0609,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.553,2026-07-04T21:58:16+00:00
2071,34,gain,0,52,96,0.63,1.1631,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.852,2026-07-04T21:58:17+00:00
987,16,gain,0,139,234,0.6,1.0101,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.574,2026-07-04T21:58:18+00:00
276,4,gain,0,29,71,0.55,1.3466,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.862,2026-07-04T21:58:19+00:00
403,6,mixed,94,94,101,0.71,0.7629,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.66,2026-07-04T21:58:19+00:00
552,9,neutral,0,49,153,0.26,0.8118,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.553,2026-07-04T21:58:20+00:00
604,10,neutral,0,111,278,0.58,1.4526,1,True,0,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,4.855,2026-07-04T21:58:25+00:00
1149,19,neutral,0,64,122,0.49,0.9341,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.063,2026-07-04T21:58:26+00:00
2057,34,neutral,0,52,96,0.63,1.1631,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.669,2026-07-04T21:58:27+00:00
2475,37,dominant,0,151,205,1.0,1.3576,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.55,2026-07-04T21:58:27+00:00
1665,27,mixed,166,166,433,0.53,1.3825,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.659,2026-07-04T21:58:28+00:00
467,7,mixed,63,63,98,0.64,0.9956,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.614,2026-07-04T21:58:29+00:00
2423,11,dominant,0,54,95,1.0,1.7593,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.614,2026-07-04T21:58:29+00:00
1387,23,neutral,0,91,626,0.23,1.5822,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.598,2026-07-04T21:58:30+00:00
2323,38,mixed,183,183,609,0.38,1.2646,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.527,2026-07-04T21:58:31+00:00
1170,19,gain,0,64,122,0.49,0.9341,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.608,2026-07-04T21:58:31+00:00
1923,32,neutral,0,131,236,0.57,1.0269,0,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.574,2026-07-04T21:58:32+00:00
809,13,gain,0,72,88,0.64,0.7822,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.556,2026-07-04T21:58:32+00:00
247,4,neutral,0,29,71,0.55,1.3466,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.656,2026-07-04T21:58:33+00:00
414,6,mixed,94,94,101,0.71,0.7629,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.557,2026-07-04T21:58:34+00:00
2375,39,gain,0,178,567,0.32,1.0193,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.657,2026-07-04T21:58:35+00:00
658,10,mixed,111,111,278,0.58,1.4526,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.664,2026-07-04T21:58:35+00:00
1975,32,mixed,131,131,236,0.57,1.0269,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.544,2026-07-04T21:58:36+00:00
1383,23,neutral,0,91,626,0.23,1.5822,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.588,2026-07-04T21:58:37+00:00
1666,27,mixed,166,166,433,0.53,1.3825,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.862,2026-07-04T21:58:38+00:00
368,6,neutral,0,94,101,0.71,0.7629,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.558,2026-07-04T21:58:39+00:00
545,9,neutral,0,49,153,0.26,0.8118,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.761,2026-07-04T21:58:40+00:00
1130,18,mixed,41,41,61,0.58,0.8629,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.664,2026-07-04T21:58:41+00:00
470,7,mixed,63,63,98,0.64,0.9956,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.66,2026-07-04T21:58:41+00:00
2345,39,neutral,0,178,567,0.32,1.0193,1,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.967,2026-07-04T21:58:42+00:00
272,4,gain,0,29,71,0.55,1.3466,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.654,2026-07-04T21:58:43+00:00
437,7,neutral,0,63,98,0.64,0.9956,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.56,2026-07-04T21:58:44+00:00
66,1,neutral,0,58,116,0.66,1.32,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.652,2026-07-04T21:58:44+00:00
200,3,gain,0,46,158,0.33,1.1335,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.076,2026-07-04T21:58:45+00:00
997,16,gain,0,139,234,0.6,1.0101,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,2.095,2026-07-04T21:58:48+00:00
1370,22,mixed,81,81,163,0.72,1.4489,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.765,2026-07-04T21:58:48+00:00
183,3,neutral,0,46,158,0.33,1.1335,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.623,2026-07-04T21:58:49+00:00
914,15,neutral,0,82,113,0.74,1.0198,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.799,2026-07-04T21:58:50+00:00
2050,34,neutral,0,52,96,0.63,1.1631,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.86,2026-07-04T21:58:51+00:00
151,2,gain,0,162,661,0.26,1.0609,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.659,2026-07-04T21:58:52+00:00
1581,26,gain,0,59,151,0.36,0.9214,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.659,2026-07-04T21:58:52+00:00
389,6,gain,0,94,101,0.71,0.7629,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.659,2026-07-04T21:58:53+00:00
916,15,neutral,0,82,113,0.74,1.0198,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.64,2026-07-04T21:58:54+00:00
1136,18,mixed,41,41,61,0.58,0.8629,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.676,2026-07-04T21:58:54+00:00
1228,20,gain,0,186,266,0.63,0.901,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.803,2026-07-04T21:58:56+00:00
488,8,neutral,0,62,263,0.33,1.3998,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.946,2026-07-04T21:58:57+00:00
1028,17,neutral,0,117,362,0.42,1.2995,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.55,2026-07-04T21:58:58+00:00
706,11,mixed,54,54,68,0.81,1.02,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.56,2026-07-04T21:58:59+00:00
1743,29,neutral,0,79,81,0.83,0.851,0,False,1,text,claude-haiku-4-5-20251001,1.0,42,A,1,A,0,0.459,2026-07-04T21:58:59+00:00
1982,33,neutral,0,142,446,0.53,1.6646,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.559,2026-07-04T21:59:00+00:00
169,2,mixed,162,162,661,0.26,1.0609,2,True,1,text,claude-haiku-4-5-20251001,1.0,42,A,0,A,0,0.554,2026-07-04T21:59:00+00:00
2369,39,gain,0,178,567,0.32,1.0193,2,True,1,text,claude-haiku-4-5-20251001,1.0,42,A,0,A,0,1.169,2026-07-04T21:59:02+00:00
92,1,gain,0,58,116,0.66,1.32,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.554,2026-07-04T21:59:02+00:00
154,2,gain,0,162,661,0.26,1.0609,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.564,2026-07-04T21:59:03+00:00
1021,17,neutral,0,117,362,0.42,1.2995,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.656,2026-07-04T21:59:03+00:00
1408,23,gain,0,91,626,0.23,1.5822,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.964,2026-07-04T21:59:05+00:00
358,5,mixed,162,162,381,0.46,1.0819,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.756,2026-07-04T21:59:05+00:00
1327,22,neutral,0,81,163,0.72,1.4489,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.66,2026-07-04T21:59:06+00:00
206,3,gain,0,46,158,0.33,1.1335,1,False,0,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.511,2026-07-04T21:59:07+00:00
2046,34,neutral,0,52,96,0.63,1.1631,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.704,2026-07-04T21:59:07+00:00
31,0,gain,0,186,984,0.26,1.3755,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.658,2026-07-04T21:59:08+00:00
1517,25,neutral,0,124,207,0.76,1.2687,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.579,2026-07-04T21:59:09+00:00
277,4,gain,0,29,71,0.55,1.3466,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.646,2026-07-04T21:59:09+00:00
1440,24,neutral,0,168,214,0.76,0.9681,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.551,2026-07-04T21:59:10+00:00
908,15,neutral,0,82,113,0.74,1.0198,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.761,2026-07-04T21:59:11+00:00
1857,30,mixed,149,149,447,0.26,0.78,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.374,2026-07-04T21:59:12+00:00
2454,27,dominant,0,166,213,1.0,1.2831,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.66,2026-07-04T21:59:13+00:00
81,1,gain,0,58,116,0.66,1.32,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.962,2026-07-04T21:59:14+00:00
2291,38,neutral,0,183,609,0.38,1.2646,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.834,2026-07-04T21:59:15+00:00
618,10,neutral,0,111,278,0.58,1.4526,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.694,2026-07-04T21:59:16+00:00
1084,18,neutral,0,41,61,0.58,0.8629,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.76,2026-07-04T21:59:16+00:00
1902,31,mixed,51,51,151,0.29,0.8586,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.658,2026-07-04T21:59:17+00:00
697,11,gain,0,54,68,0.81,1.02,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.553,2026-07-04T21:59:18+00:00
1994,33,neutral,0,142,446,0.53,1.6646,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.56,2026-07-04T21:59:18+00:00
866,14,gain,0,81,201,0.68,1.6874,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.561,2026-07-04T21:59:19+00:00
