instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p2,618,20,gain,0,186,266,0.63,0.901,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66193,0.68144,0,massA=0.23 massB=0.451
p2,1275,37,dominant,0,151,193,1.0,1.2781,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66714,0.93578,0,massA=0.624 massB=0.311
p2,694,23,neutral,0,91,626,0.23,1.5822,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67061,0.95915,0,massA=0.316 massB=0.643
p2,1013,33,mixed,142,142,446,0.53,1.6646,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.6943,0.93732,0,massA=0.651 massB=0.287
p2,356,11,mixed,54,54,68,0.81,1.02,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.51172,0.93028,0,massA=0.454 massB=0.476
p2,539,17,mixed,117,117,362,0.42,1.2995,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.31069,0.67323,0,massA=0.209 massB=0.464
p2,1260,30,dominant,0,149,187,1.0,1.255,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.79375,0.9493,0,massA=0.196 massB=0.754
p2,121,4,neutral,0,29,71,0.55,1.3466,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.46489,0.82722,0,massA=0.385 massB=0.443
p2,663,22,neutral,0,81,163,0.72,1.4489,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.61321,0.89338,0,massA=0.548 massB=0.346
p2,1079,35,mixed,91,91,133,0.68,0.9938,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.23581,0.72433,0,massA=0.171 massB=0.554
p2,269,8,mixed,62,62,263,0.33,1.3998,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.32423,0.63024,0,massA=0.204 massB=0.426
p2,10,0,gain,0,186,984,0.26,1.3755,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4017,0.84817,0,massA=0.507 massB=0.341
p2,115,3,mixed,46,46,158,0.33,1.1335,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55446,0.93408,0,massA=0.518 massB=0.416
p2,143,4,mixed,29,29,71,0.55,1.3466,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.60579,0.93172,0,massA=0.564 massB=0.367
p2,270,9,neutral,0,49,153,0.26,0.8118,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.70254,0.85372,0,massA=0.254 massB=0.6
p2,255,8,gain,0,62,263,0.33,1.3998,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59829,0.92477,0,massA=0.553 massB=0.371
p2,31,1,neutral,0,58,116,0.66,1.32,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48241,0.87221,0,massA=0.421 massB=0.451
p2,887,29,gain,0,79,81,0.83,0.851,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.20561,0.89609,0,massA=0.184 massB=0.712
p2,608,20,neutral,0,186,266,0.63,0.901,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.86972,0.79565,0,massA=0.104 massB=0.692
p2,722,24,neutral,0,168,214,0.76,0.9681,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.5756,0.92901,0,massA=0.394 massB=0.535
p2,889,29,gain,0,79,81,0.83,0.851,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.34333,0.60843,0,massA=0.209 massB=0.4
p2,792,26,gain,0,59,151,0.36,0.9214,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4766,0.93376,0,massA=0.489 massB=0.445
p2,445,14,mixed,81,81,201,0.68,1.6874,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.65311,0.94388,0,massA=0.616 massB=0.327
p2,477,15,mixed,82,82,113,0.74,1.0198,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.20818,0.91572,0,massA=0.191 massB=0.725
p2,1166,38,mixed,183,183,609,0.38,1.2646,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.5564,0.94514,0,massA=0.419 massB=0.526
p2,18,0,gain,0,186,984,0.26,1.3755,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.5756,0.58679,0,massA=0.249 massB=0.338
p2,195,6,gain,0,94,101,0.71,0.7629,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.68425,0.93305,0,massA=0.638 massB=0.295
p2,890,29,mixed,79,79,81,0.83,0.851,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25984,0.86559,0,massA=0.641 massB=0.225
p2,24,0,mixed,186,186,984,0.26,1.3755,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4922,0.95012,0,massA=0.482 massB=0.468
p2,1114,37,neutral,0,151,252,0.68,1.1348,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.79311,0.95556,0,massA=0.198 massB=0.758
p2,763,25,gain,0,124,207,0.76,1.2687,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.42249,0.92515,0,massA=0.391 massB=0.534
p2,319,10,gain,0,111,278,0.58,1.4526,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.33024,0.58399,0,massA=0.193 massB=0.391
p2,166,5,gain,0,162,381,0.46,1.0819,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67061,0.8953,0,massA=0.295 massB=0.6
p2,788,26,neutral,0,59,151,0.36,0.9214,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.83868,0.82727,0,massA=0.133 massB=0.694
p2,82,2,mixed,162,162,661,0.26,1.0609,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.41112,0.94676,0,massA=0.558 massB=0.389
p2,577,19,neutral,0,64,122,0.49,0.9341,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.38676,0.94961,0,massA=0.367 massB=0.582
p2,63,2,neutral,0,162,661,0.26,1.0609,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.35397,0.92019,0,massA=0.326 massB=0.594
p2,487,16,neutral,0,139,234,0.6,1.0101,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.71223,0.95999,0,massA=0.684 massB=0.276
p2,609,20,neutral,0,186,266,0.63,0.901,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48437,0.56757,0,massA=0.275 massB=0.293
p2,981,32,mixed,131,131,236,0.57,1.0269,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.2337,0.85674,0,massA=0.2 massB=0.657
p2,856,28,gain,0,132,181,0.76,1.0421,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.78133,0.88837,0,massA=0.194 massB=0.694
p2,1227,13,dominant,0,72,119,1.0,1.6528,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.86703,0.95809,0,massA=0.831 massB=0.127
p2,1195,39,mixed,178,178,567,0.32,1.0193,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55831,0.94361,0,massA=0.527 massB=0.417
p2,309,10,neutral,0,111,278,0.58,1.4526,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.37937,0.54377,0,massA=0.206 massB=0.337
p2,772,25,mixed,124,124,207,0.76,1.2687,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4149,0.9438,0,massA=0.552 massB=0.392
p2,52,1,mixed,58,58,116,0.66,1.32,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43591,0.93382,0,massA=0.527 massB=0.407
p2,1097,36,gain,0,98,227,0.47,1.0887,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.08036,0.92544,0,massA=0.0744 massB=0.851
p2,39,1,neutral,0,58,116,0.66,1.32,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47657,0.53683,0,massA=0.256 massB=0.281
p2,661,22,neutral,0,81,163,0.72,1.4489,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.5156,0.85548,0,massA=0.441 massB=0.414
p2,516,17,neutral,0,117,362,0.42,1.2995,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66017,0.94915,0,massA=0.323 massB=0.627
p2,432,14,gain,0,81,201,0.68,1.6874,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4922,0.92336,0,massA=0.469 massB=0.454
p2,1126,37,gain,0,151,252,0.68,1.1348,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.73259,0.89552,0,massA=0.239 massB=0.656
p2,1231,15,dominant,0,82,114,1.0,1.3902,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.91789,0.5751,0,massA=0.528 massB=0.0472
p2,845,28,neutral,0,132,181,0.76,1.0421,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.96615,0.96788,0,massA=0.935 massB=0.0328
p2,305,10,neutral,0,111,278,0.58,1.4526,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.86792,0.95442,0,massA=0.828 massB=0.126
p2,636,21,neutral,0,106,206,0.73,1.4187,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.72952,0.94856,0,massA=0.257 massB=0.692
p2,94,3,neutral,0,46,158,0.33,1.1335,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.70902,0.96309,0,massA=0.28 massB=0.683
p2,1223,11,dominant,0,54,73,1.0,1.3519,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.90499,0.95508,0,massA=0.864 massB=0.0907
p2,1102,36,mixed,98,98,227,0.47,1.0887,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47464,0.94247,0,massA=0.495 massB=0.447
p2,1095,36,gain,0,98,227,0.47,1.0887,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47072,0.9348,0,massA=0.44 massB=0.495
p2,137,4,gain,0,29,71,0.55,1.3466,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.2227,0.90326,0,massA=0.201 massB=0.702
p2,393,13,neutral,0,72,88,0.64,0.7822,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.49998,0.92539,0,massA=0.463 massB=0.463
p2,709,23,gain,0,91,626,0.23,1.5822,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.21468,0.61164,0,massA=0.131 massB=0.48
p2,557,18,gain,0,41,61,0.58,0.8629,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.23511,0.89217,0,massA=0.21 massB=0.682
p2,859,28,gain,0,132,181,0.76,1.0421,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48632,0.56601,0,massA=0.275 massB=0.291
p2,1233,16,dominant,0,139,190,1.0,1.3669,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66016,0.9349,0,massA=0.617 massB=0.318
p2,1254,27,dominant,0,166,204,1.0,1.2289,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.87322,0.85136,0,massA=0.108 massB=0.743
p2,941,31,gain,0,51,151,0.29,0.8586,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.20946,0.84483,0,massA=0.177 massB=0.668
p2,92,3,neutral,0,46,158,0.33,1.1335,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67234,0.94415,0,massA=0.309 massB=0.635
p2,126,4,neutral,0,29,71,0.55,1.3466,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.76629,0.94815,0,massA=0.222 massB=0.727
p2,876,29,neutral,0,79,81,0.83,0.851,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.77458,0.93341,0,massA=0.21 massB=0.723
p2,672,22,gain,0,81,163,0.72,1.4489,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.52344,0.90533,0,massA=0.431 massB=0.474
p2,357,11,mixed,54,54,68,0.81,1.02,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.11961,0.91959,0,massA=0.11 massB=0.81
p2,1163,38,mixed,183,183,609,0.38,1.2646,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55446,0.94329,0,massA=0.523 massB=0.42
p2,1263,31,dominant,0,51,73,1.0,1.4314,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48827,0.8162,0,massA=0.399 massB=0.418
p2,1145,38,neutral,0,183,609,0.38,1.2646,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.84181,0.9585,0,massA=0.807 massB=0.152
p2,978,32,gain,0,131,236,0.57,1.0269,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.74168,0.72227,0,massA=0.187 massB=0.536
p2,427,14,neutral,0,81,201,0.68,1.6874,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.54673,0.95151,0,massA=0.52 massB=0.431
p2,301,10,neutral,0,111,278,0.58,1.4526,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47851,0.8617,0,massA=0.412 massB=0.449
p2,1030,34,gain,0,52,96,0.63,1.1631,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59268,0.82228,0,massA=0.335 massB=0.487
p2,831,27,mixed,166,166,433,0.53,1.3825,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22678,0.87439,0,massA=0.198 massB=0.676
p2,615,20,gain,0,186,266,0.63,0.901,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.84996,0.94468,0,massA=0.803 massB=0.142
p2,4,0,neutral,0,186,984,0.26,1.3755,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.58131,0.9567,0,massA=0.401 massB=0.556
p2,730,24,gain,0,168,214,0.76,0.9681,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.6151,0.83878,0,massA=0.323 massB=0.516
p2,348,11,gain,0,54,68,0.81,1.02,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.61139,0.65745,0,massA=0.255 massB=0.402
p2,1200,0,dominant,0,186,240,1.0,1.2903,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.89553,0.87614,0,massA=0.0915 massB=0.785
p2,215,7,neutral,0,63,98,0.64,0.9956,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.94229,0.96283,0,massA=0.907 massB=0.0556
p2,933,31,neutral,0,51,151,0.29,0.8586,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.41677,0.91456,0,massA=0.381 massB=0.533
p2,550,18,gain,0,41,61,0.58,0.8629,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55641,0.8205,0,massA=0.364 massB=0.457
p2,87,2,mixed,162,162,661,0.26,1.0609,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.14706,0.92757,0,massA=0.136 massB=0.791
p2,733,24,gain,0,168,214,0.76,0.9681,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.35755,0.92858,0,massA=0.332 massB=0.597
p2,1225,12,dominant,0,164,181,1.0,1.1037,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.45131,0.79632,0,massA=0.359 massB=0.437
p2,526,17,gain,0,117,362,0.42,1.2995,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.63523,0.91052,0,massA=0.332 massB=0.578
p2,307,10,neutral,0,111,278,0.58,1.4526,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.5039,0.9497,0,massA=0.479 massB=0.471
p2,29,0,mixed,186,186,984,0.26,1.3755,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.33284,0.64758,0,massA=0.216 massB=0.432
p2,1027,34,neutral,0,52,96,0.63,1.1631,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.68595,0.95597,0,massA=0.656 massB=0.3
p2,1236,18,dominant,0,41,88,1.0,2.1463,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.88721,0.95339,0,massA=0.108 massB=0.846
p2,294,9,mixed,49,49,153,0.26,0.8118,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50001,0.94205,0,massA=0.471 massB=0.471
p2,65,2,neutral,0,162,661,0.26,1.0609,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.80316,0.9576,0,massA=0.769 massB=0.188
p2,436,14,gain,0,81,201,0.68,1.6874,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.74168,0.88286,0,massA=0.228 massB=0.655
p2,645,21,gain,0,106,206,0.73,1.4187,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.87914,0.94,0,massA=0.826 massB=0.114
p2,1008,33,gain,0,142,446,0.53,1.6646,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.80256,0.75496,0,massA=0.149 massB=0.606
p2,258,8,gain,0,62,263,0.33,1.3998,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67234,0.65196,0,massA=0.214 massB=0.438
p2,339,11,neutral,0,54,68,0.81,1.02,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.54091,0.49415,0,massA=0.267 massB=0.227
p2,378,12,gain,0,164,541,0.38,1.2535,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75347,0.72141,0,massA=0.178 massB=0.544
p2,901,30,neutral,0,149,447,0.26,0.78,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.29909,0.89354,0,massA=0.267 massB=0.626
p2,957,31,mixed,51,51,151,0.29,0.8586,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.15817,0.92558,0,massA=0.146 massB=0.779
p2,583,19,gain,0,64,122,0.49,0.9341,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.21206,0.93509,0,massA=0.198 massB=0.737
p2,43,1,gain,0,58,116,0.66,1.32,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.38305,0.91563,0,massA=0.351 massB=0.565
p2,617,20,gain,0,186,266,0.63,0.901,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4436,0.91346,0,massA=0.405 massB=0.508
p2,1031,34,gain,0,52,96,0.63,1.1631,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.26587,0.86739,0,massA=0.231 massB=0.637
p2,1065,35,gain,0,91,133,0.68,0.9938,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69594,0.92989,0,massA=0.647 massB=0.283
p2,213,7,neutral,0,63,98,0.64,0.9956,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.61506,0.90937,0,massA=0.559 massB=0.35
p2,326,10,mixed,111,111,278,0.58,1.4526,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.62978,0.93618,0,massA=0.347 massB=0.59
p2,554,18,gain,0,41,61,0.58,0.8629,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.44361,0.95241,0,massA=0.53 massB=0.423
p2,457,15,neutral,0,82,113,0.74,1.0198,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.85096,0.961,0,massA=0.818 massB=0.143
p2,1157,38,gain,0,183,609,0.38,1.2646,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.10932,0.91672,0,massA=0.1 massB=0.817
p2,585,19,gain,0,64,122,0.49,0.9341,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.40355,0.93106,0,massA=0.376 massB=0.555
p2,1149,38,neutral,0,183,609,0.38,1.2646,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.30735,0.65967,0,massA=0.203 massB=0.457
p2,1154,38,gain,0,183,609,0.38,1.2646,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50978,0.94592,0,massA=0.464 massB=0.482
p2,483,16,neutral,0,139,234,0.6,1.0101,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.57365,0.90527,0,massA=0.519 massB=0.386
p2,962,32,neutral,0,131,236,0.57,1.0269,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66194,0.93373,0,massA=0.316 massB=0.618
p2,603,20,neutral,0,186,266,0.63,0.901,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50388,0.9204,0,massA=0.464 massB=0.457
p2,741,24,mixed,168,168,214,0.76,0.9681,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.20307,0.87255,0,massA=0.177 massB=0.695
p2,674,22,gain,0,81,163,0.72,1.4489,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.53122,0.94088,0,massA=0.441 massB=0.5
p2,471,15,mixed,82,82,113,0.74,1.0198,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22135,0.86237,0,massA=0.191 massB=0.671
p2,1046,34,mixed,52,52,96,0.63,1.1631,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.60394,0.93378,0,massA=0.37 massB=0.564
p2,286,9,gain,0,49,153,0.26,0.8118,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59832,0.9138,0,massA=0.367 massB=0.547
p2,1207,3,dominant,0,46,58,1.0,1.2609,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48437,0.77082,0,massA=0.373 massB=0.397
p2,1139,37,mixed,151,151,252,0.68,1.1348,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.27825,0.74946,0,massA=0.209 massB=0.541
p2,1188,39,gain,0,178,567,0.32,1.0193,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69926,0.67499,0,massA=0.203 massB=0.472
p2,1111,37,neutral,0,151,252,0.68,1.1348,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.54285,0.88095,0,massA=0.478 massB=0.403
p2,1151,38,gain,0,183,609,0.38,1.2646,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.24508,0.86273,0,massA=0.211 massB=0.651
p2,1255,27,dominant,0,166,204,1.0,1.2289,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.646,0.93062,0,massA=0.601 massB=0.329
p2,848,28,neutral,0,132,181,0.76,1.0421,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.96753,0.87267,0,massA=0.0283 massB=0.844
p2,875,29,neutral,0,79,81,0.83,0.851,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.96628,0.96241,0,massA=0.93 massB=0.0325
p2,544,18,neutral,0,41,61,0.58,0.8629,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75202,0.95925,0,massA=0.238 massB=0.721
p2,584,19,gain,0,64,122,0.49,0.9341,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.3666,0.94861,0,massA=0.601 massB=0.348
p2,0,0,neutral,0,186,984,0.26,1.3755,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.65843,0.85214,0,massA=0.291 massB=0.561
p2,23,0,mixed,186,186,984,0.26,1.3755,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.57558,0.93876,0,massA=0.54 massB=0.398
p2,1081,36,neutral,0,98,227,0.47,1.0887,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4244,0.87317,0,massA=0.371 massB=0.503
p2,1016,33,mixed,142,142,446,0.53,1.6646,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67061,0.94196,0,massA=0.31 massB=0.632
p2,776,25,mixed,124,124,207,0.76,1.2687,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.70741,0.93234,0,massA=0.273 massB=0.66
p2,1019,33,mixed,142,142,446,0.53,1.6646,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43205,0.66704,0,massA=0.288 massB=0.379
p2,659,21,mixed,106,106,206,0.73,1.4187,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.3684,0.71077,0,massA=0.262 massB=0.449
p2,735,24,gain,0,168,214,0.76,0.9681,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.83761,0.94579,0,massA=0.792 massB=0.154
p2,736,24,gain,0,168,214,0.76,0.9681,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.74317,0.88901,0,massA=0.228 massB=0.661
p2,329,10,mixed,111,111,278,0.58,1.4526,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.3684,0.69557,0,massA=0.256 massB=0.439
p2,786,26,neutral,0,59,151,0.36,0.9214,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.9173,0.96193,0,massA=0.0795 massB=0.882
p2,743,24,mixed,168,168,214,0.76,0.9681,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67576,0.94014,0,massA=0.635 massB=0.305
p2,548,18,neutral,0,41,61,0.58,0.8629,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.87016,0.84062,0,massA=0.109 massB=0.731
p2,81,2,mixed,162,162,661,0.26,1.0609,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22405,0.85919,0,massA=0.193 massB=0.667
p2,404,13,gain,0,72,88,0.64,0.7822,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.38123,0.95335,0,massA=0.59 massB=0.363
p2,312,10,gain,0,111,278,0.58,1.4526,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.54288,0.92066,0,massA=0.421 massB=0.5
